nazwa_szkoły	rok_założenia	opis	absolwenci_łączna_liczba	absolwenci_osiągnięcia_1	absolwenci_osiągnięcia_2	absolwenci_osiągnięcia_3	obecna_sytuacja_liczba_uczniów	obecna_sytuacja_kadra	szkoły_1_typ	szkoły_1_cykl	szkoły_1_profil_1	szkoły_1_profil_2	szkoły_2_typ	szkoły_2_cykl	szkoły_2_zawód_1	szkoły_2_zawód_2	szkoły_2_zawód_3	szkoły_2_zawód_4	szkoły_2_zawód_5	szkoły_2_zawód_6	szkoły_2_zawód_7	szkoły_2_zawód_8	szkoły_3_typ	szkoły_3_cykl	szkoły_3_zawód_1	szkoły_3_zawód_2	szkoły_3_zawód_3	szkoły_3_zawód_4	szkoły_3_zawód_5	szkoły_4_typ	szkoły_4_cykl	szkoły_4_zawód_1
Zespół Szkół Nr 2 im. Przyjaźni Polsko-Norweskiej w Ostrzeszowie	1972	Placówka kształcąca nieustannie od 1972 roku. Modernizowana i dostosowywana do wymogów lokalnego rynku pracy. Opuszczona przez ponad 8000 absolwentów, wielu z nich pełni ważne funkcje w administracji i oświacie.	8000	tytuły naukowe (politechnika, humanistyka, sztuka, wojskowość, oświata)	ważne funkcje w administracji państwowej i oświatowej	dobrzy fachowcy, menadżerowie, właściciele firm	700	wysoko wykwalifikowana kadra nauczycielska	Liceum Ogólnokształcące	4-letni	profil ogólny	profil turystyczno-przyrodniczy	Technikum	5-letni	technik architektury krajobrazu	technik elektryk (z elementami OZE)	technik informatyk	technik logistyk	technik mechatronik (z elementami OZE)	technik pojazdów samochodowych	technik programista	technik rolnik	technik żywienia i usług gastronomicznych	Branżowa Szkoła I Stopnia	3-letni	elektryk	magazynier – logistyk	mechanik pojazdów samochodowych	operator obrabiarek skrawających	klasa wielozawodowa	Branżowa Szkoła II Stopnia	2-letni	technik pojazdów samochodowych
